,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"9.3.4.2 Plants, flowers, seeds, fertiliers, insecticides",8450.454241,9107.719002,8392.830187,7965.804578,7267.531947,6912.519764,7347.338249,6491.29514,5428.587752,4773.61271,5358.16608,4945.4558,4602.950798,5397.098226,4944.925114,4899.79328,4376.272121,4920.300852
9.3.4.3 Garden decorative,124.4772045,89.7951131,102.1492004,135.4284019,56.98784008,140.50142,118.806284,70.19139961,65.90849401,38.165055,51.11410978,85.66768325,54.40664887,107.8136706,104.468048,108.1664111,90.26062017,135.6826604
"9.3.4.4 Artificial flowers, pot pourri",62.17855925,54.64743078,49.23952564,42.89826143,42.74116153,57.21712014,29.01305277,34.06498072,15.70577881,16.04941387,24.25504397,27.36486047,38.14436752,28.62487383,22.53739128,18.29191417,22.97165311,24.74176459
9.3.5.1 Pet food,5634.265031,5615.590902,5405.645838,5335.467261,4860.585044,4820.548144,4618.463998,4714.115502,4367.620081,4463.191021,4390.333697,4850.655317,4896.507588,5089.964988,5451.708412,4625.345129,4762.647574,4601.633764
9.3.5.2 Pet purchase and accessories,1614.275106,1848.153478,1876.447511,1846.833566,1962.159045,2032.916157,1189.881469,1223.44058,1156.040041,1351.296477,1364.537535,1234.660394,1255.221136,1293.094452,1422.779843,1501.274657,1402.197797,1217.626675
9.3.5.3 Vetinary and other services for pets,1145.795743,1195.361023,932.7577577,1179.38357,1238.307721,1081.181385,1421.840586,1146.784481,988.1875212,1319.043402,1333.919959,1536.548543,1415.421884,1587.319456,1389.196493,1838.573363,1719.795742,1868.406688
9.4.1.1 Spectator sports - admission charges,250.1297967,289.8705622,220.9119712,250.3056638,265.2556606,178.296348,226.9598604,169.1044078,181.3009625,148.1363689,297.1981891,209.8191333,179.3881136,193.8237177,184.4219093,144.021726,103.4402989,112.9727287
9.4.1.2 Participant sports,603.2861622,488.830202,450.2871443,452.8156075,519.0716923,449.8658043,463.0902272,418.3472737,327.4071123,294.1737005,333.6199469,440.0538299,309.7406298,321.488396,247.0576325,233.6503103,216.6303127,282.6370048
9.4.1.3 Subscriotions to sorts and social clubs,674.7146491,643.1852665,619.730133,602.5670537,747.8232316,701.1725209,570.4740327,542.1486878,450.5526796,539.5004021,473.609757,459.7106785,582.3683341,785.6016291,567.3060723,461.2198217,442.1386755,614.9174863
9.4.1.4 Hire of equipment for sport,651.999691,723.9805516,712.5692482,673.474615,681.3567388,754.9811145,688.319897,557.5499894,609.365556,552.876282,699.7606153,720.096431,597.6848578,506.1778272,573.7740367,543.4684322,465.1787422,591.5201463
9.4.1.5 Leisure class fees,0,27.7594527,13.79877925,20.5279939,42.07266751,23.75009658,15.46744791,10.06035688,14.24450376,29.03500207,116.0121127,55.01313317,13.44082168,16.27343209,17.14651495,23.11105465,13.11117298,20.99861211
9.4.2.1 Cinemas,323.8290652,302.0876579,308.0896921,311.6575287,305.7313842,272.9899017,269.1349939,276.4564724,246.0704353,263.2653278,246.8842748,291.9073981,293.5289825,284.382012,272.1403685,242.9686482,267.9078468,257.3696454
"9.4.2.2 Live entertainment, theatre, concerts, shows",470.0672958,475.2247758,479.5131233,674.0391575,608.9044899,579.8218996,574.4309284,542.4199028,537.2185012,472.2263058,505.8940666,520.1973737,491.3859968,567.312649,425.3724158,447.6947637,476.0109891,656.373876
"9.4.2.3 Museums, zoological gardens, theme parks",227.3101812,189.9929808,257.6734648,229.9040046,200.982481,226.20924,246.3807943,152.4210207,183.8879211,217.4562909,237.5028215,344.7501104,235.7212402,235.5798725,250.7967491,157.9501512,180.8465071,261.9494631
9.4.3.1 TV licences,1077.325802,1050.37862,1152.178218,1127.4792,1193.08127,1107.041257,1205.382894,1115.997304,971.7943233,947.8848432,990.5810635,1044.958619,996.4821768,892.9402062,833.4526749,680.5011401,654.8517474,765.1401236
9.4.3.2 Satellite subscriptions,858.9294948,928.7098172,1167.351251,1187.145627,1236.613409,1172.997808,1264.121647,1229.36289,1035.04833,1034.675241,1329.270438,1571.527889,1436.122177,1327.227999,1248.969705,1075.334416,1022.934656,452.3243334
9.4.3.3 Rent for TV/Satellite/VCR,343.1472839,226.2294267,184.8407191,141.6599415,125.1989246,120.0084784,138.5332633,121.1450304,92.20227289,105.6103959,11.94782291,18.6194538,14.09835361,9.016510954,5.547549806,10.45990489,4.937083703,6.099161719
9.4.3.4 Cable subscriptions,425.1159921,452.1412314,487.9838407,498.459303,472.5520174,438.0262372,342.3578864,275.8066183,271.3353415,295.6064237,291.0663404,377.8135692,432.9134254,368.4689311,380.3642747,331.0585782,300.4498773,44.71102334
9.4.3.5 TV slot meter payments,23.06383117,17.10348862,25.17279735,14.05281309,22.16460062,30.30847411,11.00341131,11.76741791,8.094490389,9.499832393,8.553821487,12.07501158,2.125712288,4.491547342,1.872986534,11.04823306,16.13537193,3.825372135
"9.4.3.6 Video, cassette and CD hire",110.6370252,86.62738734,89.0171267,57.9210136,62.51028136,55.83994774,38.3725043,30.99948051,30.0333251,23.8143576,28.34670723,25.32502908,33.78851691,24.39646391,41.71780694,35.85926772,38.83319318,38.43753631
"9.4.4.1 Admissions to clubs, dances. Discos, bingo",722.4271149,642.1180901,621.5477929,687.963201,582.8638893,500.1140437,495.1116585,442.0751815,371.8368875,372.2219789,422.6424471,378.8156016,381.2165904,366.3110792,402.6911272,356.4226408,402.2365286,516.4802398
9.4.4.2 Social events and gatherings,147.492115,210.5832839,312.323385,182.5691517,202.9552759,179.4520175,160.3945162,309.2964598,149.4380915,163.828164,162.693453,181.2895251,192.7034975,170.2503361,185.8992949,93.66605634,96.82081037,130.8088785
9.4.4.3 Subscriptions for leisure activities,232.4902264,241.7432225,318.3820205,305.6868415,273.1488002,295.0362125,307.3138024,207.5265775,309.9559314,259.4966086,274.1091414,319.2093057,289.8901307,276.7773441,322.2804919,322.9639907,294.8640506,348.9353425
"9.4.5 Development of film, photos",37.13252562,39.20451245,70.65658191,42.11746485,45.16529436,38.85223263,35.09112841,31.83748629,26.0373465,29.91233635,34.29974271,33.98358964,22.95099345,21.28730062,14.95174103,12.69197418,16.46523215,11.93322743
9.4.6.1 Football pools stakes,67.24459904,41.32157011,39.28740012,21.78562538,24.07027385,18.10686442,31.39927496,41.16761743,13.75483347,13.61732694,8.940424486,20.01507322,18.64581845,9.087936683,9.566933906,6.520278194,23.24951811,16.43250292
9.4.6.2 Bingo stakes,531.4111359,285.4498484,204.2395906,217.4152464,238.1821562,224.4506311,216.6207438,204.1138905,116.2605995,94.4820313,97.42826329,135.8756136,107.794872,105.8399016,136.1090745,91.21104164,101.5242623,92.10701552
9.4.6.3 Lottery,677.5720101,1434.927133,1120.879708,1152.628248,1125.92295,1164.729768,1195.527255,1273.59334,623.5971896,914.4632235,840.9712698,900.2061119,1007.549838,1111.447628,1081.729461,873.934457,785.3892607,830.8702539
"9.4.6.4 Bookmaker, tote, other betting stakes",918.7378367,577.2125688,490.3196409,529.7236478,465.6112234,558.2944786,472.4469682,608.6885447,618.277175,275.2168738,258.8996214,289.1626935,226.7977101,400.7146063,361.0637543,443.7275151,321.0047536,351.3462953
9.5.1 Books,855.2235114,758.0923337,756.1080102,837.7742155,834.4347272,836.6576449,789.5845409,645.4589176,489.1135963,464.7560663,441.4211671,452.3199033,409.739634,353.6224835,366.0018777,300.8470725,309.5964478,318.2693067
"9.5.2 Diaries, address books, cards etc",379.5228491,344.4727102,371.3241218,416.8597436,400.4828412,391.1989224,384.8877726,332.7701209,228.1246501,225.488346,241.5007165,227.9288984,275.4100258,222.4243812,243.7993669,209.7359015,199.7868695,224.6247222
"9.5.3 Cards, calendars, posters and other printed matter",704.7711601,622.341685,632.7812321,718.4367495,654.7660672,631.9597448,620.1930886,558.1321342,431.9903161,385.6778241,466.252349,416.4784212,428.6778903,368.2205268,367.4742045,331.0191345,309.6844958,330.5074107
9.5.4 Newspapers,1085.688674,921.3622149,969.7734973,1086.018597,1104.413878,1052.4074,983.5702563,865.2589282,657.0796209,580.7357863,622.7129394,591.5912729,591.1767096,483.7787045,450.6756578,390.8111944,315.2177416,370.3745387
9.5.5 Magazines and periodicals,600.438769,530.2529832,509.6768076,567.4761484,543.6329556,547.5547184,544.4214623,421.8348734,324.0501089,297.1245778,314.0607513,277.4798263,285.4963726,233.6670122,212.4232012,181.5336883,162.1229208,165.5834215
10.1 Education,2620.276407,2499.755504,2301.469842,2216.197157,2138.687626,2315.773986,2262.969013,2055.879913,2099.692278,1991.195531,1778.950347,1943.152981,2151.206855,2173.640569,2458.597552,2338.017845,2210.097506,2142.213739
10.2 Educational trips,128.2988529,146.5549363,144.326913,110.321168,109.2901205,118.5422882,128.254277,105.4581979,103.5687044,52.44600032,128.8979481,129.5069171,80.87069037,139.5012842,140.0300499,134.2964282,131.1091194,256.6406462
11.1.1 Restaurant and café meals,14999.09039,15073.31715,16436.63355,16990.95363,16532.16997,15921.78458,16755.40077,15778.36464,13469.69089,13553.48461,13181.63256,13796.51022,13805.27506,14023.91931,13868.4414,12965.1597,11860.01774,11898.84493
11.1.2 Alcoholic beverages ,12039.46672,11660.58827,12325.21922,11432.36713,11479.61434,10373.64545,10527.83534,8510.309922,7235.560175,6970.361587,6584.678024,6642.287453,6158.389395,6033.401461,5949.274924,5388.531999,5194.821522,4918.929699
11.1.3 Takeaway meals,4920.003468,4674.96002,5379.780959,5137.194343,5153.273467,4798.244434,5363.813328,4523.204977,3799.953872,3878.3312,3600.60929,3817.909543,3624.241693,3706.180255,3710.943288,3454.270638,3216.41342,3293.312899
11.1.4.1 Hot food and cold food,3731.282419,3681.57454,4174.588674,3914.504978,3938.909684,3557.77296,3854.307811,3449.920985,2881.87907,2870.688158,2685.384933,2736.695437,2690.198285,2699.447599,2563.423605,2558.17743,2495.518976,2614.813495
11.1.4.2 Confectionery,618.8639622,613.1754921,650.876148,538.0262779,525.0178061,434.3389278,457.4927823,402.3818516,341.1525725,316.4277214,288.8999097,283.6984812,274.407669,233.1501031,218.8911687,191.2415527,163.8231175,174.2600558
11.1.4.3 Ice cream,220.4348348,184.464427,209.9235203,175.6054595,159.0726755,182.9330135,154.060613,139.681325,141.9927873,128.7638409,107.1317022,114.7396741,122.1021195,116.0777492,103.0826278,91.96974635,86.40052072,101.0841096
11.1.4.4 Soft drink,1041.364009,1069.006676,1315.21607,1119.020427,1158.41372,1058.944057,1086.816345,935.8615131,784.7242706,786.8824641,703.5934799,658.7772646,681.7134678,678.3543629,603.7148269,574.9080197,525.2127485,565.8652924
11.1.5 Contract catering,182.3841306,913.1416005,328.390904,258.9554159,543.5338422,896.3107193,463.0805404,737.582157,849.402222,477.1216005,401.474395,460.7972044,106.9856098,270.5274915,531.0969283,322.1776487,185.4409824,372.0099949
11.1.6.1 School meals,667.2714928,681.6949372,873.8707775,835.4765134,839.6267109,710.4435285,770.259997,666.8271662,692.1649318,653.099443,634.738596,588.5389368,594.0289952,563.6701625,536.2724711,487.3117412,484.742093,446.5636428
11.1.6.2 Meals bought in workplace,1817.497302,1731.471633,1908.62094,1785.30308,1779.821235,1634.4291,1641.632591,1559.429256,1258.011182,1066.936297,993.0422626,903.8185113,962.2119299,877.2200058,859.6316649,669.7246714,592.0961163,624.6066626
11.2.1 Holiday in the UK,4670.592736,4810.860301,5301.224234,5330.258575,4348.585738,4136.473887,4060.124386,3410.728552,2929.031681,2961.808274,3854.300791,4008.581264,4117.996024,4349.107919,3980.835231,3218.003145,3503.330718,3431.376304
11.2.2 Holiday abroad,4445.705874,4693.468301,5581.225056,5675.924282,6074.1917,5479.993028,5685.888429,4926.981188,4054.914376,3855.840605,2451.563951,2682.369763,2771.970002,2848.368398,2857.49776,3069.390319,2738.148167,2936.708431
11.2.3 Room hire,207.1618668,63.10295577,274.305658,174.5364919,28.4913759,36.3145847,18.38783196,37.08161291,54.46010461,71.90282135,15.83829883,184.8731753,61.54650242,202.6308486,187.4325278,217.3516436,106.9491467,65.88371991
"12.1.1 Hairdressing, beauty treatement",2322.096091,2497.932504,2410.199045,3256.598236,2862.747195,2977.980232,2807.843627,2350.67122,1893.635725,1984.656724,2386.292262,2314.554271,2393.38461,2259.99654,2304.858723,2051.87631,1686.037187,1944.268443
12.1.2 Toilet paper,2101.611604,2206.392086,2423.02866,2448.459331,2501.485026,2407.784113,2322.898173,1955.21144,1809.293543,1577.424397,1535.756261,1469.48884,1260.537111,1238.031248,1185.738414,1076.644704,1031.975404,1032.374544
12.1.3.1 Toiletries,446.1077834,406.5951073,404.1808935,398.7388464,366.3702648,381.6483482,404.2055667,299.8887069,266.8235379,271.9465001,309.1432965,335.2801595,376.7598237,300.98219,296.1585935,232.2121462,240.0972733,257.3787432
"12.1.3.2 Bar of soap, liquid soap, shower gel",117.0782532,108.2640408,110.4389269,105.9980627,100.8612264,108.296223,114.8957515,88.95731879,73.82024247,76.2087545,87.35516583,93.56912679,104.696463,88.50260665,92.60500304,71.33739049,66.66760519,81.66398017
12.1.3.3 Toilet requisites,191.8596077,167.3236108,168.8286181,155.2600451,150.7151208,166.6909486,178.318097,126.2195515,101.1825426,102.4983751,112.6698998,130.994705,132.3290987,112.2760312,93.1908486,87.06807964,87.34218627,96.63771075
12.1.4 Baby toiletries and accessories,216.5837865,187.5025191,190.4457364,192.1686742,193.4494842,190.1903959,208.651723,156.0974676,134.0272308,126.6559363,148.4081983,162.6325726,153.8151064,146.7063356,141.4686439,85.36206851,118.7414152,108.8592087
12.1.5.1 Hair products,271.1273178,244.4673168,250.2651281,253.8994562,240.1703877,248.9875912,242.9473522,190.8636201,155.9211282,151.9172951,175.5492796,204.6105447,205.3699421,168.6726253,173.2590349,131.0880077,149.6478889,158.2794959
12.1.5.2 Cosmetics and related accessories,776.3097916,711.0129452,785.6624472,785.8259137,753.3996885,723.4922033,807.5903874,612.5352063,520.0009965,530.1780128,590.2500987,641.5338584,668.3274688,593.7216582,563.1783637,512.4372927,530.8256419,600.3964566
12.1.5.3 Electrical appliances for personal care,80.6918463,83.31110517,123.9713066,102.2914611,99.03487267,72.59172628,90.06808309,54.8215824,46.45909999,48.75161094,53.26208202,61.88908986,63.51714002,68.2625381,56.10127597,56.72001376,58.75247099,54.29966456
12.2.1.1 Jewellery clocks and watches and other personal effects,1351.424842,1543.527657,2055.932596,1759.236193,1798.40843,1725.586961,1894.703244,1670.181534,1141.728266,1441.944535,1288.70314,1805.456866,1420.675965,1779.702195,1343.50569,1130.816712,1032.976644,1018.929682
12.2.1.2 Leather and travel goods,660.0212349,639.806745,564.3191202,733.985664,712.4735654,841.6323334,705.8728019,642.3182572,490.9389035,591.1589352,793.118864,647.6193785,837.9717686,609.4802013,606.6294698,548.2770989,643.9152285,469.9962049
12.2.1.3 Sunglasses,68.55334326,87.23076626,73.13773194,114.9822219,57.59208218,83.81092624,89.29526856,63.98784306,41.33027614,55.79952781,84.03712774,61.09510701,131.4459595,51.87149342,85.81942383,42.1366142,48.46943192,68.48038687
12.2.2.1 Baby equipment,89.09773445,79.85458407,63.62971383,98.08468393,111.8681594,128.6651946,128.4118956,109.4611427,59.75235489,77.79975835,125.7185034,137.1899361,43.15486645,40.77193227,181.3488194,121.0805406,82.18659464,55.40320821
"12.2.2.2 Prams, pram accessories",171.8879687,94.7105906,92.03123483,102.3327272,63.56626086,58.47500771,100.1539123,101.5525544,82.66664195,59.56929259,61.17028787,47.45527416,85.71279927,113.8146808,108.5598685,115.8600256,70.63857965,42.82852911
12.2.2.3 Repairs to personal goods,79.68632725,81.0511058,93.67105414,96.21567029,83.30374117,87.60404501,39.27421603,38.67131044,28.26236153,58.36923338,173.5214479,78.91714238,76.49679734,67.66742233,60.3790319,34.23751879,16.61458352,67.22787219
12.3.1.1 Residential homes,125.3588858,119.559759,57.0728475,108.9433266,76.55782655,121.5624591,17.06712835,110.8853614,269.7712304,74.77464751,205.6383104,37.53171741,299.0353525,38.48256391,22.55461941,101.0363797,321.06611,277.2745368
12.3.1.2 Home help,346.8790721,267.1803397,101.970852,178.0113011,213.0212224,173.2640443,162.7188781,178.472388,356.9022443,140.498695,273.2984232,200.1773299,406.5223948,173.2097903,284.6849492,180.5978422,377.2976354,197.4346004
"12.3.1.3 Nursery, creche, playschools",548.7154756,531.7311068,367.0496097,632.964996,414.2929888,330.5433568,700.2357697,540.8106829,456.3413738,415.4232004,340.4338015,790.5533113,778.0827494,980.7050915,970.1427468,597.1694871,496.4942505,505.682245
12.3.1.4 Child care payments,1037.8171,987.1475651,858.2122659,723.03988,906.2934461,1059.029209,1080.915936,1388.792808,1318.813274,1506.062391,1030.354289,1506.557999,1406.638008,1599.581137,1930.944447,1397.497619,1152.867066,1002.319542
12.4.1.1 Structure insurance,1255.677116,969.4825053,1189.039647,1168.484791,1206.247216,1503.584996,1509.659874,1184.866245,705.2019652,673.0400212,712.4691672,732.121789,682.7450393,695.4685826,627.8330897,540.8039308,509.2508734,484.2247601
12.4.1.2 Contents insurance,1331.247812,1028.024913,1227.327257,1246.911481,1182.974959,1509.258912,1476.161938,1205.317465,690.1429376,672.377904,691.8502196,705.844204,679.8944142,697.3359565,595.8994304,512.1974723,471.231704,460.8733436
12.4.1.3 Insurance for household items,0,0,0,0,0,0,0,0,0,0,0.654008927,0,0,0,0,0,0,0.820414305
12.4.2 Medical insurance premiums,794.4523625,637.1881529,802.463558,729.6305717,801.4589803,1063.660872,1052.0557,682.9945083,412.7805632,502.0033472,537.660912,528.6939329,569.9690045,516.553969,440.6911906,472.2800385,430.3504664,479.3493205
12.4.3.1 Vehicle insurance,4138.77356,3920.245912,4118.231609,4186.3104,3662.678151,4736.068604,4657.539974,3799.608787,2359.356428,2184.481734,2648.634789,2838.957956,2679.050603,2616.626774,2464.712547,2218.102329,2367.363435,2294.045021
12.4.3.2 Boat insurance,6.358084349,6.314125731,1.237588941,6.957848798,16.61785274,20.18777112,32.8059602,13.88153829,0,2.742045834,1.26017111,15.18124576,0.238429675,57.22038139,38.19652133,0.674662679,3.413832895,9.448043515
"12.4.4 Non package holiday, other travel insurance",62.12813404,95.23965928,93.08158017,102.0614908,84.32996916,96.77772458,174.72708,81.74245548,23.7416592,56.59844563,22.08990609,37.75787826,51.65885233,27.27389687,68.74591117,34.16137056,62.06991402,42.78667862
12.5.1.1 Moving and storage of furniture,3.028111036,3.485329347,3.676715754,3.957406617,5.148680097,5.021424472,9.424072273,7.26770304,6.166870038,6.322067402,8.457624823,8.411638012,7.608341918,7.14670076,5.280743219,5.965534505,6.31326682,8.072817908
12.5.1.2 Property transaction - purchase and sale,8.671379175,9.686223111,13.14663865,12.6031113,14.31947079,22.70454496,35.25060131,27.12563238,13.46874534,16.23477338,18.88128182,23.42031904,15.22829875,18.18338603,23.5523428,18.4152934,15.97359594,17.82079348
12.5.1.3 Property transaction - sale only,7.171496858,7.996011172,6.826988083,8.755048516,8.306748219,9.530998519,17.42031822,10.65774172,8.881138242,10.5094767,8.963525578,6.464266948,13.60055282,10.76853963,9.962169822,5.013511287,6.844786899,7.683884475
12.5.1.4 Property transaction - purchase only,4.576928532,6.233583998,7.118342686,6.057372824,7.00530673,8.830533364,17.58441083,8.729639899,8.281928014,6.269796136,5.239020269,6.679914359,8.362583353,9.09492895,6.345067123,7.554311492,6.216232449,7.511119503
12.5.1.5 Property transaction - other payments,1.426753095,1.304058842,2.112428191,1.458587685,2.095873058,2.831670136,5.318647069,5.348302532,5.087789624,3.69350511,5.221019956,4.86309308,4.613372887,4.216811913,3.629938704,3.015690578,7.02537818,3.796864298
12.5.2.1 Bank building society fees,1.648196055,1.791419386,1.453700212,1.932957226,1.11934453,1.037418225,1.522836123,0.894321949,1.803068652,1.242126517,0.808141473,1.647887864,1.235382522,1.424299889,1.713655487,0.917413725,1.07355725,0.878533732
12.5.2.2 Bank and post office counter charges,0.374885128,0.307072415,0.247480381,0.263923612,0.162870817,0.169582965,0.167240997,0.093240837,0.211764969,0.125190995,0.066358091,0.15547126,0.151071216,0.197223365,0.215906317,0.138910225,0.193408718,0.137799147
12.5.2.3 Credit card fees,0.471804521,0.359642719,0.331467606,0.413616354,0.160931096,0.027277266,0.011041415,0.007133196,0.003984015,0.000780166,0.00092594,0.001459994,0,0,0.001879389,0,0,0
12.5.3.1 Other professional fees,3271.523035,2422.767362,2149.177891,3673.726706,1897.495684,3211.316604,3705.263534,5023.168803,1972.033544,2324.165557,1378.969501,1369.828341,1390.702495,1824.956053,1455.549552,1761.850254,750.4365353,1166.59373
12.5.3.2 Legal fees,2887.248767,3656.158167,3467.951536,3251.766859,3446.540412,3739.097347,3059.152848,1049.671788,1815.00059,534.6536101,1421.589151,2332.061233,1768.478517,2661.621974,1490.202678,1969.17214,1620.973349,2056.016826
12.5.3.3 Funeral expenses,1731.389052,316.8862187,4289.829971,339.4376618,5750.854843,2957.341447,499.8364266,2541.546048,339.1786044,2544.001708,3604.171764,500.2168338,578.0062386,157.4228916,203.449572,1602.782438,1216.901686,2280.073062
12.5.3.4 TU and professional organisations,6793.903122,7089.265296,5027.738034,8370.563673,5711.587212,4739.700434,6672.914211,4790.04026,4689.171538,3230.778837,2361.934688,3995.597549,3707.009784,3157.225878,4253.648476,2149.907723,3326.402899,2404.493232
12.5.3.5 Other payments for services,2724.577501,2137.241534,977.2097663,1296.603357,927.9006719,1059.672526,1014.393102,1122.136003,679.6575134,500.9434975,290.3101028,541.8139111,659.149057,697.0636644,486.7887162,430.7217914,666.0209117,443.4596696
"Non-profit
instns serving
households",4886.784417,4880.43519,5063.018957,5135.855587,5489.393271,5519.364303,5325.436052,5156.514348,5098.221316,5205.887611,4955.241652,5377.468938,4971.507032,4750.402022,4747.250543,4010.938105,3904.697023,4134.307622
"Central
government",43573.90837,44975.81014,44860.37977,49207.78484,49482.11299,47859.94479,48495.82837,47533.16944,45814.26105,43413.51159,43005.5364,45054.53361,44103.75651,44539.87658,42999.29339,38610.71807,34675.57962,35924.19838
"Local
Authorities",45819.41817,44176.05598,45549.94676,47288.41247,46616.94286,45297.60928,45578.25351,41746.96507,39442.48879,35621.43592,32379.31842,32045.96749,29217.11934,26963.17379,25780.62023,23178.9091,22737.21832,23088.48428
"Gross fixed
capital
formation",127974.8445,123191.5459,123637.4009,128703.6611,129250.6622,131098.9226,134962.4441,119521.6472,93554.89588,89726.75139,89236.81826,93957.19839,93245.43033,100360.9769,103829.8194,96855.28885,91838.89528,90108.02155
Valuables,6075.171563,6242.677971,4717.158957,3937.444,4191.094367,4492.451181,3205.669188,2421.593161,1314.333162,2106.768736,1006.442009,761.0219146,7113.455237,1139.855329,2402.101664,865.8137407,1929.717873,3520.367849
Changes in inventories,4783.772196,5256.989817,3868.718366,5266.47628,5131.319098,8894.570997,6695.399586,5155.521268,3721.606044,6431.156649,6800.751642,5084.634061,5653.109894,12519.66796,8765.123492,3610.612243,2922.901213,2502.848489
